0,,,0,0.0864,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
1,,,0,0.0864,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
2,,,0,0.0864,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
0,,,0,0.10560000000000001,True,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
1,,,0,0.10560000000000001,False,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
2,,,0,0.10560000000000001,True,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
0,,,0,0.168,False,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,
1,,,0,0.168,False,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,
2,,,0,0.168,False,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,
0,,,0,0.1134,True,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
1,,,0,0.1134,True,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
2,,,0,0.1134,False,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
0,,,0,0.1386,True,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
1,,,0,0.1386,False,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
2,,,0,0.1386,True,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
0,,,1,0.10400000000000001,False,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,,,1,0.10400000000000001,False,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
2,,,1,0.10400000000000001,False,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0,,,1,0.07020000000000001,True,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,
1,,,1,0.07020000000000001,True,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,
2,,,1,0.07020000000000001,False,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,
0,,,1,0.0858,True,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,
1,,,1,0.0858,False,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,
2,,,1,0.0858,True,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,
0,,,1,0.128,False,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
1,,,1,0.128,False,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
2,,,1,0.128,False,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
0,,,1,0.0864,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
1,,,1,0.0864,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
2,,,1,0.0864,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
0,,,1,0.10560000000000001,True,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
1,,,1,0.10560000000000001,False,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
2,,,1,0.10560000000000001,True,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
0,,,1,0.168,False,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,
1,,,1,0.168,False,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,
2,,,1,0.168,False,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,
0,,,1,0.1134,True,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
1,,,1,0.1134,True,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
2,,,1,0.1134,False,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
0,,,1,0.1386,True,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
1,,,1,0.1386,False,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
2,,,1,0.1386,True,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
0,,,2,0.10400000000000001,False,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,,,2,0.10400000000000001,False,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
2,,,2,0.10400000000000001,False,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0,,,2,0.07020000000000001,False,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,
1,,,2,0.07020000000000001,False,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,
2,,,2,0.07020000000000001,False,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,
0,,,2,0.0858,False,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,
1,,,2,0.0858,False,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,
2,,,2,0.0858,False,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,
0,,,2,0.128,False,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
1,,,2,0.128,False,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
2,,,2,0.128,False,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
0,,,2,0.0864,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
1,,,2,0.0864,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
2,,,2,0.0864,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
0,,,2,0.10560000000000001,True,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
1,,,2,0.10560000000000001,False,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
2,,,2,0.10560000000000001,True,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
0,,,2,0.168,False,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,
1,,,2,0.168,False,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,
2,,,2,0.168,False,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,
0,,,2,0.1134,True,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
1,,,2,0.1134,True,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
2,,,2,0.1134,False,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
0,,,2,0.1386,True,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
1,,,2,0.1386,False,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
2,,,2,0.1386,True,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
0,,,0,0.1634,True,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
1,,,0,0.1634,True,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2,,,0,0.1634,True,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
0,,,0,0.1634,True,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
1,,,0,0.1634,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
2,,,0,0.1634,True,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
0,,,0,0.053200000000000004,False,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,
1,,,0,0.053200000000000004,False,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,
2,,,0,0.053200000000000004,False,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,
0,,,0,0.2666,True,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
1,,,0,0.2666,True,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2,,,0,0.2666,True,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
0,,,0,0.2666,True,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
1,,,0,0.2666,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
2,,,0,0.2666,True,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
0,,,0,0.0868,False,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
1,,,0,0.0868,False,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
2,,,0,0.0868,False,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
0,,,1,0.1634,False,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
1,,,1,0.1634,False,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2,,,1,0.1634,False,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
0,,,1,0.1634,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
1,,,1,0.1634,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
2,,,1,0.1634,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
0,,,1,0.053200000000000004,False,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,
1,,,1,0.053200000000000004,False,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,
2,,,1,0.053200000000000004,False,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,
0,,,1,0.2666,False,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
1,,,1,0.2666,False,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2,,,1,0.2666,False,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
0,,,1,0.2666,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
1,,,1,0.2666,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
2,,,1,0.2666,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
0,,,1,0.0868,False,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
1,,,1,0.0868,False,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
2,,,1,0.0868,False,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
0,,,2,0.1634,False,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
1,,,2,0.1634,False,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2,,,2,0.1634,False,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
0,,,2,0.1634,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
1,,,2,0.1634,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
2,,,2,0.1634,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
0,,,2,0.053200000000000004,False,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,
1,,,2,0.053200000000000004,False,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,
2,,,2,0.053200000000000004,False,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,
0,,,2,0.2666,False,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
1,,,2,0.2666,False,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2,,,2,0.2666,False,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
0,,,2,0.2666,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
1,,,2,0.2666,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
2,,,2,0.2666,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
0,,,2,0.0868,False,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
1,,,2,0.0868,False,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
2,,,2,0.0868,False,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
0,,,0,0.1632,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1,,,0,0.1632,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
2,,,0,0.1632,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
0,,,0,0.5168,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
1,,,0,0.5168,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
2,,,0,0.5168,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
0,,,0,0.0768,True,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
1,,,0,0.0768,True,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
2,,,0,0.0768,True,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
0,,,0,0.2432,True,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
1,,,0,0.2432,True,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
2,,,0,0.2432,True,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
0,,,1,0.1632,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1,,,1,0.1632,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
2,,,1,0.1632,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
0,,,1,0.5168,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
1,,,1,0.5168,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
2,,,1,0.5168,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
0,,,1,0.0768,False,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
1,,,1,0.0768,False,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
2,,,1,0.0768,False,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
0,,,1,0.2432,False,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
1,,,1,0.2432,False,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
2,,,1,0.2432,False,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
0,,,2,0.1632,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1,,,2,0.1632,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
2,,,2,0.1632,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
0,,,2,0.5168,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
1,,,2,0.5168,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
2,,,2,0.5168,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
0,,,2,0.0768,True,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
1,,,2,0.0768,True,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
2,,,2,0.0768,True,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
0,,,2,0.2432,True,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
1,,,2,0.2432,True,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
2,,,2,0.2432,True,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
0,,,0,0.0667,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
1,,,0,0.0667,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
2,,,0,0.0667,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
0,,,0,0.1633,True,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
1,,,0,0.1633,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
2,,,0,0.1633,True,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
0,,,0,0.20009999999999997,True,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
1,,,0,0.20009999999999997,True,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
2,,,0,0.20009999999999997,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
0,,,0,0.48989999999999995,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
1,,,0,0.48989999999999995,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
2,,,0,0.48989999999999995,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,,,0,0.0232,True,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,
1,,,0,0.0232,True,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,
2,,,0,0.0232,False,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,
0,,,0,0.056799999999999996,True,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,
1,,,0,0.056799999999999996,False,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,
2,,,0,0.056799999999999996,True,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,
0,,,1,0.0667,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
1,,,1,0.0667,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
2,,,1,0.0667,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
0,,,1,0.1633,True,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
1,,,1,0.1633,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
2,,,1,0.1633,True,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
0,,,1,0.20009999999999997,True,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
1,,,1,0.20009999999999997,True,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
2,,,1,0.20009999999999997,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
0,,,1,0.48989999999999995,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
1,,,1,0.48989999999999995,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
2,,,1,0.48989999999999995,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,,,1,0.0232,True,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,
1,,,1,0.0232,True,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,
2,,,1,0.0232,False,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,
0,,,1,0.056799999999999996,True,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,
1,,,1,0.056799999999999996,False,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,
2,,,1,0.056799999999999996,True,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,
0,,,2,0.0667,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
1,,,2,0.0667,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
2,,,2,0.0667,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
0,,,2,0.1633,True,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
1,,,2,0.1633,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
2,,,2,0.1633,True,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
0,,,2,0.20009999999999997,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
1,,,2,0.20009999999999997,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
2,,,2,0.20009999999999997,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
0,,,2,0.48989999999999995,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
1,,,2,0.48989999999999995,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
2,,,2,0.48989999999999995,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,,,2,0.0232,True,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,
1,,,2,0.0232,True,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,
2,,,2,0.0232,False,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,
0,,,2,0.056799999999999996,True,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,
1,,,2,0.056799999999999996,False,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,
2,,,2,0.056799999999999996,True,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,
0,,,0,0.1625,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
1,,,0,0.1625,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
2,,,0,0.1625,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
0,,,0,0.065,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
1,,,0,0.065,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
2,,,0,0.065,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
0,,,0,0.0225,False,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,
1,,,0,0.0225,False,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,
2,,,0,0.0225,False,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,
0,,,0,0.44849999999999995,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
1,,,0,0.44849999999999995,True,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
2,,,0,0.44849999999999995,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
0,,,0,0.1794,True,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
1,,,0,0.1794,False,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
2,,,0,0.1794,False,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
0,,,0,0.062099999999999995,False,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,
1,,,0,0.062099999999999995,True,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,
2,,,0,0.062099999999999995,False,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,
0,,,0,0.039,False,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,
1,,,0,0.039,False,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,
2,,,0,0.039,False,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,
0,,,0,0.0156,True,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,
1,,,0,0.0156,False,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,
2,,,0,0.0156,False,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,
0,,,0,0.005399999999999999,False,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,
1,,,0,0.005399999999999999,False,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,
2,,,0,0.005399999999999999,False,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,
0,,,1,0.1625,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
1,,,1,0.1625,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
2,,,1,0.1625,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
0,,,1,0.065,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
1,,,1,0.065,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
2,,,1,0.065,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
0,,,1,0.0225,False,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,
1,,,1,0.0225,False,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,
2,,,1,0.0225,False,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,
0,,,1,0.44849999999999995,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
1,,,1,0.44849999999999995,True,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
2,,,1,0.44849999999999995,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
0,,,1,0.1794,True,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
1,,,1,0.1794,False,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
2,,,1,0.1794,False,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
0,,,1,0.062099999999999995,False,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,
1,,,1,0.062099999999999995,True,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,
2,,,1,0.062099999999999995,False,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,
0,,,1,0.039,False,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,
1,,,1,0.039,False,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,
2,,,1,0.039,False,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,
0,,,1,0.0156,True,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,
1,,,1,0.0156,False,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,
2,,,1,0.0156,False,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,
0,,,1,0.005399999999999999,False,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,
1,,,1,0.005399999999999999,False,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,
2,,,1,0.005399999999999999,False,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,
0,,,2,0.1625,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
1,,,2,0.1625,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
2,,,2,0.1625,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
0,,,2,0.065,True,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
1,,,2,0.065,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
2,,,2,0.065,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
0,,,2,0.0225,False,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,
1,,,2,0.0225,True,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,
2,,,2,0.0225,False,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,
0,,,2,0.44849999999999995,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
1,,,2,0.44849999999999995,True,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
2,,,2,0.44849999999999995,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
0,,,2,0.1794,True,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
1,,,2,0.1794,False,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
2,,,2,0.1794,False,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
0,,,2,0.062099999999999995,False,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,
1,,,2,0.062099999999999995,True,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,
2,,,2,0.062099999999999995,False,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,
